Product ID;Active (0/1);Name;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images(0 = No, 1 = Yes);Feature(Name: Value: Position);Available online only(0 = No, 1 = Yes);Condition;Customizable(0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories(x, y, z...)
223;1;Prawda czy wyzwanie (DVD);1007|1001|1000|1003;6.5;1;4.76;0;;;;;demo_223;demo_223;;;;;;;;;;;;;1;;0;both;;;;Film;„Prawda czy wyzwanie?” - niewinna zabawa przyjaciół staje się śmiertelną grą, gdy ktoś – lub coś – zaczyna karać tych, którzy kłamią bądź  spróbują uchylić się przed wyzwaniem…Nowy horror ze studia Blumhouse Productions („Śmierć nadejdzie dziś”, „Uciekaj!”) z udziałem Lucy Hale (serial „Słodkie kłamstewka”) i Tylera Poseya („Teen Wolf: Nastoletni wilkołak”).;;;;;prawda-czy-wyzwanie-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Truth or Dare:1|Gatunek:Horror:2|Reżyseria:Wadlow Jeff:3|Obsada:Hale Tony:4|Obsada:Tyler Posey:4|Scenariusz:Jeff Wadlow:5|Scenariusz:Jillian Jacobs:5|Muzyka:Matthew Margeson:6|Czas trwania [min]:96:7|Kraj produkcji:USA:8|Rok produkcji:2018:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Napisy:Rosyjskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital (lektor):13|Dźwięk:Rosyjski 5.1 Dolby Digital:13|Format obrazu:Anamorficzny:14|Format obrazu:Widescreen:14|Format obrazu:2.391:14|Format obrazu:169:14|Dodatkowo na płycie:Gramy! – za kulisami realizacji Reżyserowanie śmierci Komentarze twórców:15|Region:2:16|Region:4:16|Region:5:16|;0;new;1;;;;;;;;;;;;;
482;1;Prestiż (Premium Collection);1013|1002|1000|1011;44.63;1;32.66;0;;;;;demo_482;demo_482;;;;;;;;;;;;;1;;0;both;;;;Film;Thriller utkany z iluzji, intrygi i śmiertelnego niebezpieczeństwa. Opowieść o dwóch iluzjonistach między którymi rodzi się zażarta rywalizacja  przeradzająca się w wojnę na sztuczki i nieposkromione pragnienie odkrycia tajemnic zawodowych rywala. Teraz w kolekcji PREMIUM COLLECTION - filmy, które zmieniły kino w nowym kolekcjonerskim opakowaniu.;;;;;prestiz-premium-collection;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;"Tytuł oryginalny:The Prestige:1|Gatunek:Dramat:2|Reżyseria:Nolan Christopher:3|Obsada:Bale Christian:4|Obsada:Bowie David:4|Obsada:Caine Michael:4|Obsada:Jackman Hugh:4|Obsada:Johansson Scarlett:4|Scenariusz:Christopher Nolan:5|Scenariusz:Jonathan Nolan:5|Muzyka:David Julyan:6|Czas trwania [min]:130:7|Seria:Premium Collection:8|Kraj produkcji:USA:9|Kraj produkcji:Wielka Brytania:9|Rok produkcji:2006:10|Nośnik:Blu-ray:11|Liczba nośników:1:12|Napisy:Estońskie:13|Napisy:Litewskie:13|Napisy:Łotewskie:13|Napisy:Polskie:13|Napisy:Rosyjskie:13|Napisy:Rumuńskie:13|Napisy:Tureckie:13|Napisy:Ukraińskie:13|Napisy:Węgierskie:13|Dźwięk:Angielski 5.1 Dolby Digital:14|Dźwięk:Czeski 5.1 Dolby Digital:14|Dźwięk:Polski 5.1 Dolby Digital (lektor):14|Dźwięk:Rosyjski 5.1 Dolby Digital:14|Dźwięk:Turecki 2.0 Dolby Digital:14|Dźwięk:Węgierski 5.1 Dolby Digital:14|Format obrazu:2.401:15|Format obrazu:169:15|Dodatkowo na płycie:Pamiętnik reżysera - Prestiż:16|Dodatkowo na płycie:Sztuka Prestiżu (galeria zdjęć) zdjęcia z filmu; kostiumy; plakat; za kulisami:16|Dodatkowo na płycie:Zwiastun kinowy:16|Region:B:17|";0;new;1;;;;;;;;;;;;;
696;1;Przemytnik (BD);1018|1002|1000|1011;64.96;1;47.53;0;;;;;demo_696;demo_696;;;;;;;;;;;;;1;;0;both;;;;Film;Triumfalny powrót na ekrany Clinta Eastwooda jako aktora! Eastwood wciela się w rolę Earla Stone'a, samotnika po 80-ce, któremu bank grozi zajęciem zadłużonej firmy. Praca za kółkiem spada mu jak z nieba. Wykonując to proste zadanie, Earl nieświadomie staje się kurierem meksykańskiego kartelu narkotykowego. I choć kończą się jego problemy finansowe, zaczynają ciążyć sprawy z przeszłości. Czy zdąży naprawić popełnione krzywdy, zanim dopadną go stróże prawa albo egzekutorzy kartelu? Film oparty na prawdziwej historii.;;;;;przemytnik-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:The Mule:1|Gatunek:Dramat:2|Gatunek:Kryminalny:2|Reżyseria:Eastwood Clint:3|Obsada:Cooper Bradley:4|Obsada:Eastwood Clint:4|Scenariusz:Nick Schenk:5|Muzyka:Arturo Sandoval:6|Czas trwania [min]:116:7|Kraj produkcji:USA:8|Rok produkcji:2018:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Napisy:Rosyjskie:12|Dźwięk:Angielski 5.1 DTS-HD-MA:13|Dźwięk:Polski 5.1 DTS-HD-MA:13|Dźwięk:Rosyjski 5.1 DTS-HD-MA:13|;0;new;1;;;;;;;;;;;;;
708;1;Przemytnik (BD) Premium Collection;1018|1002|1000|1011;40.64;1;29.74;0;;;;;demo_708;demo_708;;;;;;;;;;;;;1;;0;both;;;;Film;Tym razem Clint Eastwood wciela się w rolę Earla Stone’a, samotnika po osiemdziesiątce, któremu bank grozi zajęciem zadłużonej fi rmy. Praca za kółkiem spada mu jak z nieba. Wykonując to nieskomplikowane zadanie, Earl nieświadomie staje się kurierem meksykańskiego kartelu narkotykowego. I choć kończą się jego problemy finansowe, zaczynają ciążyć sprawy z przeszłości. Czy zdąży naprawić wyrządzone krzywdy, zanim dopadną go stróże prawa albo egzekutorzy kartelu? Teraz w serii Premium Collection.;;;;;przemytnik-bd-premium-collection;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:The Mule:1|Gatunek:Dramat:2|Gatunek:Kryminalny:2|Reżyseria:Eastwood Clint:3|Obsada:Cooper Bradley:4|Obsada:Eastwood Clint:4|Scenariusz:Nick Schenk:5|Muzyka:Arturo Sandoval:6|Czas trwania [min]:116:7|Seria:Premium Collection:8|Kraj produkcji:USA:9|Rok produkcji:2018:10|Nośnik:Blu-ray:11|Liczba nośników:1:12|Napisy:Angielskie:13|Napisy:Polskie:13|Napisy:Rosyjskie:13|Dźwięk:Angielski 5.1 DTS-HD-MA:14|Dźwięk:Polski 5.1 DTS-HD-MA:14|Dźwięk:Rosyjski 5.1 DTS-HD-MA:14|;0;new;1;;;;;;;;;;;;;
677;1;Przetrwać do świtu (BD);1018|1002|1000;44.63;1;32.66;0;;;;;demo_677;demo_677;;;;;;;;;;;;;1;;0;both;;;;Film;Legenda kina akcji – nagrodzony Złotym Globem Bruce Willis („Szklana pułapka”) jako były szeryf, walczący o życie swojej rodziny, w pełnym napięcia thrillerze producentów „Irlandczyka” i „Bogów ulicy”.Po nieudanym napadzie dwaj bracia siłą wdzierają się do domu okrytego złą sławą lekarza, Richa (Chad Michael Murray). Jeden z przestępców podczas akcji został ciężko ranny i wymaga natychmiastowej operacji. Chcąc wymusić na lekarzu jak najszybszą interwencję, napastnicy biorą jako zakładników jego żonę i córkę. W obliczu śmiertelnego zagrożenia Rich i niechętny mu ojciec, Frank (Bruce Willis) – niegdyś najtwardszy szeryf w okolicy, będą musieli połączyć siły, aby przetrwać noc i uratować rodzinę.;;;;;przetrwac-do-switu-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Survive the Night:1|Gatunek:Akcja:2|Reżyseria:Matt Eskandari:3|Obsada:Murray Chad Michael:4|Obsada:Willis Bruce:4|Scenariusz:Doug Wolfe:5|Muzyka:Nima Fakhrara:6|Czas trwania [min]:90:7|Kraj produkcji:USA:8|Rok produkcji:2020:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Polskie:12|Dźwięk:Angielski 5.1 DTS-HD-MA:13|Dźwięk:Polski 5.1 DTS-HD-MA (lektor):13|Region:B:14|;0;new;1;;;;;;;;;;;;;
372;1;Przetrwać do świtu (DVD);1010|1001|1000;21.94;1;16.05;0;;;;;demo_372;demo_372;;;;;;;;;;;;;1;;0;both;;;;Film;Legenda kina akcji – nagrodzony Złotym Globem Bruce Willis („Szklana pułapka”) jako były szeryf, walczący o życie swojej rodziny, w pełnym napięcia thrillerze producentów „Irlandczyka” i „Bogów ulicy”.Po nieudanym napadzie dwaj bracia siłą wdzierają się do domu okrytego złą sławą lekarza, Richa (Chad Michael Murray). Jeden z przestępców podczas akcji został ciężko ranny i wymaga natychmiastowej operacji. Chcąc wymusić na lekarzu jak najszybszą interwencję, napastnicy biorą jako zakładników jego żonę i córkę. W obliczu śmiertelnego zagrożenia Rich i niechętny mu ojciec, Frank (Bruce Willis) – niegdyś najtwardszy szeryf w okolicy, będą musieli połączyć siły, aby przetrwać noc i uratować rodzinę.;;;;;przetrwac-do-switu-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Survive the Night:1|Gatunek:Akcja:2|Reżyseria:Matt Eskandari:3|Obsada:Murray Chad Michael:4|Obsada:Willis Bruce:4|Scenariusz:Doug Wolfe:5|Muzyka:Nima Fakhrara:6|Czas trwania [min]:87:7|Kraj produkcji:USA:8|Rok produkcji:2020:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Polskie:12|Dźwięk:Angielski 5.1:13|Dźwięk:Polski 5.1 (lektor):13|Format obrazu:169:14|Region:2:15|;0;new;1;;;;;;;;;;;;;
675;1;Psy 3: W imię zasad (BD);1018|1002|1000;40.64;1;29.74;0;;;;;demo_675;demo_675;;;;;;;;;;;;;1;;0;both;;;;Film;Po latach odsiadki Franz Maurer wychodzi z więzienia i wkracza w nową Polskę, w której nic nie jest takie, jak zapamiętał. Kto i co czeka na człowieka, który przez ostatnie ćwierć wieku… nie robił nic? Jak odnajdzie się w świecie, w którym dawne zasady i lojalność przestały obowiązywać? Tego dowiemy się, gdy los ponownie połączy Franza i „Nowego”. Ich spotkanie zmieni wszystko.;;;;;psy-3-w-imie-zasad-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Psy 3 W imię zasad:1|Gatunek:Sensacyjny:2|Reżyseria:Pasikowski Władysław:3|Obsada:Linda Bogusław:4|Obsada:Pazura Cezary:4|Scenariusz:Władysław Pasikowski:5|Muzyka:Michał Lorenc:6|Czas trwania [min]:126:7|Kraj produkcji:Polska:8|Rok produkcji:2020:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Angielskie:12|Dźwięk:Audiodeskrypcja:13|Dźwięk:Polski 5.1 DTS-HD-MA:13|Format obrazu:2.391:14|Dodatkowo na płycie:zwiastun filmu kulisy filmu aktorzy o filmie:15|Region:A:16|Region:B:16|Region:C:16|;0;new;1;;;;;;;;;;;;;
391;1;Psy 3: W imię zasad (DVD);1010|1001|1000;21.94;1;16.05;0;;;;;demo_391;demo_391;;;;;;;;;;;;;1;;0;both;;;;Film;Po latach odsiadki Franz Maurer wychodzi z więzienia i wkracza w nową Polskę, w której nic nie jest takie, jak zapamiętał. Kto i co czeka na człowieka, który przez ostatnie ćwierć wieku… nie robił nic? Jak odnajdzie się w świecie, w którym dawne zasady i lojalność przestały obowiązywać? Tego dowiemy się, gdy los ponownie połączy Franza i „Nowego”. Ich spotkanie zmieni wszystko.;;;;;psy-3-w-imie-zasad-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Psy 3 W imię zasad:1|Gatunek:Sensacyjny:2|Reżyseria:Pasikowski Władysław:3|Obsada:Linda Bogusław:4|Obsada:Pazura Cezary:4|Scenariusz:Władysław Pasikowski:5|Muzyka:Michał Lorenc:6|Czas trwania [min]:120:7|Kraj produkcji:Polska:8|Rok produkcji:2020:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Dźwięk:Polski 5.1:13|Format obrazu:2.391:14|Format obrazu:169:14|Dodatkowo na płycie:zwiastun filmu kulisy filmu aktorzy o filmie:15|Region:2:16|;0;new;1;;;;;;;;;;;;;
681;1;Ptaki Nocy i fantastyczna emancypacja pewnej Harley Quinn (BD);1018|1002|1000|1012;60.89;1;44.55;0;;;;;demo_681;demo_681;;;;;;;;;;;;;1;;0;both;;;;Film;Pokręcona historia, opowiadana przez samą Harley Quinn, w stylu, w jakim tylko ona może ją opowiedzieć. Kiedy najbardziej narcystyczny z bandziorów Gotham,Roman Sionis, i jego prawa ręka Zsasz biorą na cel niejaką Cass, w poszukiwania dziewczyny angażuje się całe miasto. Nieprawdopodobny zbieg okoliczności krzyżuje drogi Harley i Ptaków Nocy: Łowczyni, Czarnego Kanarka i Renee Montoyi. Cztery diametralnie różne kobiety muszą współpracować, żeby pokonać Romana.;;;;;ptaki-nocy-i-fantastyczna-emancypacja-pewnej-harley-quinn-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn):1|Gatunek:Akcja:2|Gatunek:Science fiction:2|Reżyseria:Cathy Yan:3|Obsada:Perez Rosie:4|Obsada:Robbie Margot:4|Scenariusz:Christina Hodson:5|Muzyka:Daniel Pemberton:6|Czas trwania [min]:109:7|Kraj produkcji:USA:8|Rok produkcji:2020:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Angielskie dla niesłyszących:12|Napisy:Polskie:12|Dźwięk:Angielski Dolby Atmos TrueHD:13|Dźwięk:Polski Dolby Atmos TrueHD:13|;0;new;1;;;;;;;;;;;;;
379;1;Ptaki Nocy i fantastyczna emancypacja pewnej Harley Quinn (DVD);1010|1001|1000|1004;30.89;1;22.6;0;;;;;demo_379;demo_379;;;;;;;;;;;;;1;;0;both;;;;Film;Pokręcona historia, opowiadana przez samą Harley Quinn, w stylu, w jakim tylko ona może ją opowiedzieć. Kiedy najbardziej narcystyczny z bandziorów Gotham,Roman Sionis, i jego prawa ręka Zsasz biorą na cel niejaką Cass, w poszukiwania dziewczyny angażuje się całe miasto. Nieprawdopodobny zbieg okoliczności krzyżuje drogi Harley i Ptaków Nocy: Łowczyni, Czarnego Kanarka i Renee Montoyi. Cztery diametralnie różne kobiety muszą współpracować, żeby pokonać Romana.;;;;;ptaki-nocy-i-fantastyczna-emancypacja-pewnej-harley-quinn-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn):1|Gatunek:Akcja:2|Gatunek:Science fiction:2|Reżyseria:Cathy Yan:3|Obsada:Perez Rosie:4|Obsada:Robbie Margot:4|Scenariusz:Christina Hodson:5|Muzyka:Daniel Pemberton:6|Czas trwania [min]:104:7|Kraj produkcji:USA:8|Rok produkcji:2020:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie dla niesłyszących:12|Napisy:Polskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital:13|Dodatkowo na płycie:Nieustraszona Harley Quinn Margot Robbie wraz ze swoją paczką wyrusza, by wstrząsnąć Gotham jak nikt dotąd. Poznaj niezwykłe osobowości aktorów i ekipy filmowej:14|;0;new;1;;;;;;;;;;;;;
187;1;Pudłaki;1006|1001|1000|1003|1004|1005;6.5;1;4.76;0;;;;;demo_187;demo_187;;;;;;;;;;;;;1;;0;both;;;;Film;Bądź kwadratowy! Pod urokliwymi, brukowanymi uliczkami Serbridge mieszkają Pudłaki, psotne istoty, które nocami myszkują po mieście i kradną dzieci! A przynajmniej tak mówi legenda, w którą ludzie od zawsze wierzyli.  Prawda jest taka, że Pudłaki to grupa sympatycznych trolli, którzy wychowują porzuconego przez wszystkich chłopczyka o imieniu Eggs. Kiedy nikczemny Archibald Snatcher wyznacza sobie za cel likwidację Pudłaków, w obliczu zagrożenia  Eggs musi przenieść się na powierzchnię, gdzie  sprzymierza się z żądną przygód dziewczynką, aby razem z nią uratować Pudłaki i odmienić Serbridge. ;;;;;pudlaki;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Boxtrolls:1|Gatunek:Animowany:2|Gatunek:Familijny:2|Gatunek:Fantasy:2|Reżyseria:Anthony Stacchi:3|Reżyseria:Graham Annable:3|Scenariusz:Adam Pava:4|Scenariusz:Irena Brignull:4|Muzyka:Dario Marianelli:5|Czas trwania [min]:92:6|Kraj produkcji:USA:7|Rok produkcji:2013:8|Nośnik:DVD:9|Liczba nośników:1:10|Napisy:Angielskie:11|Napisy:Greckie:11|Napisy:Polskie:11|Napisy:Węgierskie:11|Dźwięk:Angielski 5.1 Dolby Digital:12|Dźwięk:Grecki 5.1 Dolby Digital:12|Dźwięk:Hebrajski 5.1 Dolby Digital:12|Dźwięk:Polski 5.1 Dolby Digital:12|Dźwięk:Węgierski 5.1 Dolby Digital:12|Format obrazu:1.781:13|;0;new;1;;;;;;;;;;;;;
336;1;Purple Rain;1009|1001|1000|1003|1004;32.51;1;23.79;0;;;;;demo_336;demo_336;;;;;;;;;;;;;1;;0;both;;;;Film;Purple Rain to film muzyczny produkcji amerykańskiej z 1984 roku. Reżyserem i scenarzystą filmu jest Albert Magnoli, współtwórcą scenariusza William Blinn, a w rolach głównych występują Prince, Jill Jones oraz Apollonia Kotero.;;;;;purple-rain-4;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Purple Rain:1|Gatunek:Musical:2|Gatunek:Muzyczny:2|Reżyseria:Magnoli Albert:3|Obsada:Jones Jill:4|Obsada:Karlatos Olga:4|Obsada:Kotero Apollonia:4|Obsada:Morris Day:4|Obsada:Prince:4|Scenariusz:William Blinn:5|Muzyka:Michael Colombier:6|Muzyka:Prince:6|Czas trwania [min]:111:7|Kraj produkcji:USA:8|Rok produkcji:1984:9|Nośnik:DVD:10|Liczba nośników:2:11|Napisy:Angielskie:12|Napisy:Angielskie dla niesłyszących:12|Napisy:Chorwackie:12|Napisy:Czeskie:12|Napisy:Duńskie:12|Napisy:Fińskie:12|Napisy:Greckie:12|Napisy:Hebrajskie:12|Napisy:Hiszpańskie:12|Napisy:Islandzkie:12|Napisy:Niemieckie:12|Napisy:Niemieckie dla niesłyszących:12|Napisy:Norweskie:12|Napisy:Polskie:12|Napisy:Portugalskie:12|Napisy:Słoweńskie:12|Napisy:Szwedzkie:12|Napisy:Tureckie:12|Napisy:Węgierskie:12|Dźwięk:Angielski 5.1:13|Dźwięk:Niemiecki 5.1:13|Format obrazu:1.851:14|Format obrazu:169:14|Region:2:15|;0;new;1;;;;;;;;;;;;;
484;1;Queen & Slim (BD);1013|1002|1000|1011;56.83;1;41.58;0;;;;;demo_484;demo_484;;;;;;;;;;;;;1;;0;both;;;;Film;Nagrodzona statuetką Emmy ® scenarzystka LENA WAITHE oraz wyróżniona Nagrodą Grammy ® reżyserka MELINA MATSOUKAS zapraszają na bezkompromisowy dramat QUEEN & SLIM.Na pierwszej randce, czarny mężczyzna i kobieta zostają zatrzymani przez policjanta za drobne naruszenie przepisów ruchu drogowego. Sytuacja się komplikuje i mężczyzna zabija policjanta w obronie własnej, co zmusza parę do ucieczki.W trakcie podróży para uciekinierów wbrew woli w strasznych okolicznościach wzajemnie odkrywa siebie, a rodzące się między nimi uczucie dowodzi ich człowieczeństwa i kształtuje ich życie na zawsze.;;;;;queen-slim-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Queen & Slim:1|Gatunek:Dramat:2|Reżyseria:Melina Matsoukas:3|Obsada:Daniel Kaluuya:4|Obsada:Jodie Turner-Smith:4|Scenariusz:Lena Waithe:5|Muzyka:Devonté Hynes:6|Czas trwania [min]:132:7|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Polskie:12|Napisy:Rosyjskie:12|Dźwięk:Angielski Dolby Atmos:13|Dźwięk:Polski 5.1 Dolby Digital (lektor):13|Dźwięk:Rosyjski 5.1 Dolby Digital:13|Format obrazu:Widescreen:14|Format obrazu:2.391:14|Format obrazu:169:14|Dodatkowo na płycie:Głębsze znaczenie Melina i Lena Poza scenariuszem  Uciekając z Queen i Slimem Autorski komentarz reżyserki/producentki Meliny Matsoukas i scenarzystki/producentki Leny Waithe:15|Region:A:16|Region:B:16|Region:C:16|;0;new;1;;;;;;;;;;;;;
139;1;Queen & Slim (DVD);1005|1001|1000|1003;28.45;1;20.82;0;;;;;demo_139;demo_139;;;;;;;;;;;;;1;;0;both;;;;Film;Nagrodzona statuetką Emmy ® scenarzystka LENA WAITHE oraz wyróżniona Nagrodą Grammy ® reżyserka MELINA MATSOUKAS zapraszają na bezkompromisowy dramat QUEEN & SLIM.Na pierwszej randce, czarny mężczyzna i kobieta zostają zatrzymani przez policjanta za drobne naruszenie przepisów ruchu drogowego. Sytuacja się komplikuje i mężczyzna zabija policjanta w obronie własnej, co zmusza parę do ucieczki.W trakcie podróży para uciekinierów wbrew woli w strasznych okolicznościach wzajemnie odkrywa siebie, a rodzące się między nimi uczucie dowodzi ich człowieczeństwa i kształtuje ich życie na zawsze.;;;;;queen-slim-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Queen & Slim:1|Gatunek:Dramat:2|Reżyseria:Melina Matsoukas:3|Obsada:Daniel Kaluuya:4|Obsada:Jodie Turner-Smith:4|Scenariusz:Lena Waithe:5|Muzyka:Devonté Hynes:6|Czas trwania [min]:127:7|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Polskie:12|Napisy:Rosyjskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital (lektor):13|Dźwięk:Rosyjski 5.1 Dolby Digital:13|Format obrazu:Anamorficzny:14|Format obrazu:Widescreen:14|Format obrazu:2.391:14|Format obrazu:169:14|Dodatkowo na płycie:Głębsze znaczenie Melina i Lena Poza scenariuszem  Uciekając z Queen i Slimem Autorski komentarz reżyserki/producentki Meliny Matsoukas i scenarzystki/producentki Leny Waithe:15|Region:2:16|Region:5:16|;0;new;1;;;;;;;;;;;;;
417;1;Ralph Demolka w Internecie (BD);1011|1002|1000|1011|1012;64.96;1;47.53;0;;;;;demo_417;demo_417;;;;;;;;;;;;;1;;0;both;;;;Film;Walt Disney Animation Studios przedstawia przezabawną przygodę Ralph Demolka w Internecie. Ralph i jego koleżanka Wandelopa von Cuks przemierzają Internet w poszukiwaniu części zamiennej niezbędnej, by ocalić grę dziewczyny. Kiedy Wandelopę zaczyna pociągać nowy, ekscytujący świat, Ralph zdaje sobie sprawę, że może stracić jedyną przyjaciółkę.;;;;;ralph-demolka-w-internecie-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Ralph Breaks the Internet:1|Gatunek:Animowany:2|Gatunek:Przygodowy:2|Reżyseria:Johnston Phillip:3|Reżyseria:Moore Rich:3|Obsada:Reilly John Christopher:4|Obsada:Silverman Sarah:4|Scenariusz:Pamela Ribon:5|Scenariusz:Phil Johnston:5|Muzyka:Henry Jackman:6|Czas trwania [min]:112:7|Kraj produkcji:USA:8|Rok produkcji:2018:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Angielskie (dla niesłyszących):12|Napisy:Polskie:12|Napisy:Rosyjskie:12|Dźwięk:Angielski 7.1 DTS-HD HR:13|Dźwięk:Polski 7.1 DTS-HD HR:13|Dźwięk:Rosyjski 7.1 DTS-HD HR:13|Dodatkowo na płycie:Demolka w Internecie W poszukiwaniu Easter Eggs Muzyka z filmu Ralph Demolka w Internecie Buzzztubowe koty Sceny niewykorzystane Teledyski:14|;0;new;1;;;;;;;;;;;;;
669;1;Rambo: Ostatnia krew (BD);1018|1002|1000;24.38;1;17.84;0;;;;;demo_669;demo_669;;;;;;;;;;;;;1;;0;both;;;;Film;Legenda kina akcji, niezniszczalny Sylvester Stallone powraca jako John Rambo, bohater, który uczynił go nieśmiertelnym. Kino akcji dla prawdziwych twardzieli.John Rambo częściej niż po broń sięga dziś po butelkę. Szuka w niej ucieczki przed powracającymi wspomnieniami dawnych walk i utraconych bliskich. Gdy jednak uprowadzona zostaje córka jego przyjaciółki, John po raz ostatni będzie musiał stanąć do walki. Wkrótce okaże się, że porywacze nieprzypadkowo wybrali ofiarę. Ich prawdziwym celem jest on, John Rambo, z którym mają do wyrównania dawne rachunki. Nie rozumieją, że najtrudniejszym przeciwnikiem jest ten, który nie ma nic do stracenia. Oni pierwsi przelali krew. On zrobi to ostatni.;;;;;rambo-ostatnia-krew-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Rambo Last Blood:1|Gatunek:Akcja:2|Reżyseria:Grunberg Adrian:3|Obsada:Stallone Sylvester:4|Obsada:Vega Paz:4|Scenariusz:Matthew Cirulnick:5|Scenariusz:Sylvester Stallone:5|Muzyka:Brian Tyler:6|Czas trwania [min]:101:7|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Polskie:12|Dźwięk:Angielski 5.1 DTS-HD-MA:13|Dźwięk:Polski 5.1 DTS-HD-MA (lektor):13|Format obrazu:2.401:14|Dodatkowo na płycie:Wstęp Zachować gatunek To życie pisze scenariusze Między niebem a piekłem Rambo - piekielnie mocny bohater Czy to koniec historii? Muzyka w filmie:15|;0;new;1;;;;;;;;;;;;;
