Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name: Value: Position);Available online only(0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories(x, y, z...)
27;1;Western stars (DVD);Dokumentalny, Muzyczny ;39.99;;19.990000000000002;1;;0;2020-11-02;2020-11-07;demo_27;demo_27;;;;;;;;;;;;761;1;;0;both;;;;;Bruce Springsteen przenosi na ekran swój najnowszy studyjny album Western Stars, wykonując każdą z trzynastu piosenek z zespołem i orkiestrą w swojej prawie stuletniej stodole. Western Stars to debiut reżyserski Springsteena. W realizacji filmu brał udział jego stały współpracownik Thom Zimny, dzięki temu poznajemy życie i twórczość tego wielkiego amerykańskiego artysty z zupełnie innej strony. Film łączy materiały dokumentalne z koncertów, wspomnienia Springsteena i jego prywatne nagrania z zapierającymi dech w piersiach widokami amerykańskiego Zachodu. Jednym słowem – to opowieść o miłości i stracie, odosobnieniu, rodzinie i wiecznym poszukiwaniu bezkresnej przestrzeni.;;;;;western-stars-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
28;1;La La Land (DVD) + Książka;Musical, Romans ;9.99;;-10.01;1;;0;2020-11-02;2020-11-07;demo_28;demo_28;;;;;;;;;;;;822;1;;0;both;;;;;Mia jest początkującą aktorką, która w oczekiwaniu na szansę pracuje jako kelnerka. Sebastian to muzyk jazzowy, który zamiast nagrywać płyty, gra do kotleta w podrzędnej knajpce. Gdy drogi tych dwojga przetną się, połączy ich wspólne pragnienie, by zacząć wreszcie robić to co kochają. Miłość dodaje im sił, ale gdy kariery zaczynają się wreszcie układać, coraz mniej jest czasu i sił dla siebie nawzajem. Czy uda im się ocalić uczucie, nie rezygnując z marzeń?;;;;;la-la-land-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
29;1;Dżentelmeni (DVD);Akcja, Kryminalny ;19.99;;-0.010000000000001563;1;;0;2020-11-02;2020-11-07;demo_29;demo_29;;;;;;;;;;;;748;1;;0;both;;;;;Guy Ritchie, twórca kultowego „Przekrętu” i „Porachunków”, odpowiedzialny za reaktywację Sherlocka Holmesa, Króla Artura i Aladyna, powraca w gangsterskie rewiry. Brytyjska odpowiedź na „Pulp Fiction” na miarę XXI wieku!Londyński półświatek obiega plotka, że Mickey Pearson (Matthew McConaughey), Amerykanin, który zbudował tu narkotykowe imperium, chce się wycofać z rynku. Może nie służy mu klimat albo obawia się brexitu. Grunt, że rodowici brytyjscy bandyci węszą okazję do przejęcia jego biznesu. Sypią się oferty, groźby, pochlebstwa. Niektórzy próbują szantażu albo przekupstwa. Pearson jednak najwyraźniej nie podjął jeszcze ostatecznej decyzji. By mu w tym pomóc, niektórzy bardziej niecierpliwi sięgają po broń. A pewien cwany i dowcipny dziennikarz (Hugh Grant) szykuje przekręt, który może zmienić reguły gry. Pearson okazuje się jednak mistrzem gangsterskiej wolnej amerykanki. Zaczyna się bardzo kosztowna wojna. Ale dżentelmeni przecież nie rozmawiają o pieniądzach.;;;;;dzentelmeni-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
30;1;Gwiezdne Wojny: Skywalker. Odrodzenie (DVD);Przygodowy, Science fiction ;29.99;;9.989999999999998;1;;0;2020-11-02;2020-11-07;demo_30;demo_30;;;;;;;;;;;;985;1;;0;both;;;;;Lucasfilm i reżyser J.J. Abrams ponownie łączą siły, aby zabrać widzów w spektakularną podróż do odległej galaktyki. Film „Gwiezdne wojny: Skywalker. Odrodzenie” to fascynujące zakończenie sagi Skywalkerów – narodzą się nowe legendy i ostatecznie zostanie rozstrzygnięta bitwa o wolność.;;;;;gwiezdne-wojny-skywalker-odrodzenie-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
31;1;Naprzód (DVD);Animowany, Familijny, Przygodowy ;39.99;;19.990000000000002;1;;0;2020-11-02;2020-11-07;demo_31;demo_31;;;;;;;;;;;;63;1;;0;both;;;;;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
32;1;Kraina lodu 2 (DVD);Animowany, Familijny, Przygodowy ;39.99;;19.990000000000002;1;;0;2020-11-02;2020-11-07;demo_32;demo_32;;;;;;;;;;;;736;1;;0;both;;;;;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
33;1;Naprzód (BD);Animowany, Familijny, Przygodowy ;69.9;;49.900000000000006;1;;0;2020-11-02;2020-11-07;demo_33;demo_33;;;;;;;;;;;;685;1;;0;both;;;;;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
34;1;Kraina lodu 2 (BD);Animowany, Familijny, Przygodowy ;79.9;;59.900000000000006;1;;0;2020-11-02;2020-11-07;demo_34;demo_34;;;;;;;;;;;;282;1;;0;both;;;;;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
35;1;Czarownica 2 (BR);Familijny, Fantasy ;69.9;;49.900000000000006;1;;0;2020-11-02;2020-11-07;demo_35;demo_35;;;;;;;;;;;;43;1;;0;both;;;;;„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.;;;;;czarownica-2-br;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
36;1;Cudowny chłopak (BD);Dramat, Familijny, Komedia ;9.99;;-10.01;1;;0;2020-11-02;2020-11-07;demo_36;demo_36;;;;;;;;;;;;761;1;;0;both;;;;;Dla 10-letniego Auggiego nie ma niczego bardziej niezwykłego niż „zwykły dzień w szkole”. Urodzony z licznymi deformacjami twarzy, dotąd uczył się w domu pod okiem mamy. Teraz jednak, zaczynając 5 klasę w normalnej szkole, ma nadzieję, że koledzy potraktują go jak zwyczajnego chłopca. Jego wygląd sprawia jednak, że staje się szkolną sensacją, a dla wielu wręcz „dziwadłem”. Jedni się z niego śmieją, inni wytykają palcami, ale nikt tak naprawdę niczego o nim nie wie. Wszystko zacznie się zmieniać, gdy w szkole pojawi się nowa uczennica. Urocza Summer potrafi dostrzec w Auggiem coś więcej niż nietypowy wygląd. Wystarczy jeden przyjazny gest, jedna pomocna dłoń, by obudzić w chłopcu siłę, dzięki której będzie potrafił udowodnić, że nie tylko twarz czyni go kimś niezwykłym.;;;;;cudowny-chlopak-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
37;1;Błękitna planeta 2 (3BD);Dokumentalny, Przyrodniczy ;99.9;;79.9;1;;0;2020-11-02;2020-11-07;demo_37;demo_37;;;;;;;;;;;;539;1;;0;both;;;;;"""Błękitna planeta 2"" to przedsięwzięcie przełomowe. Wraz z kolejnym pokoleniem i rozwojem technologii, BBC powraca do podwodnego świata w drugiej odsłonie swojej sztandarowej produkcji. Nikt nigdy wcześniej nie zrealizował tak zapierających dech w piersiach, podwodnych zdjęć. Oto inspirująca podróż po największej, a jednocześnie najmniej znanej krainie naszej planety - tajemniczym świecie mórz i oceanów.Cztery lata pracy 25-osobowego zespołu, 125 ekspedycji do 39 krajów na wszystkich kontynentach i ponad 6 tys. godz. pod wodą - tyle wysiłku kosztowała ""Błękitna planeta 2"". Dzięki niesamowitej wytrwałości, pasji i zaangażowaniu powstała produkcja, która umożliwia widzom uchwycenie życia niezwykłych morskich stworzeń, przenosząc w ich magiczne światy. W tej niezwykłej podróży towarzyszy widzom Sir David Attenborough, a całą serię doskonale dopełnia muzyka Hansa Zimmera oraz zespołu Radiohead.";;;;;blekitna-planeta-2-3bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
38;1;Siedem światów. Jedna planeta (3BD);Dokumentalny, Przyrodniczy ;89.9;;69.9;1;;0;2020-11-02;2020-11-07;demo_38;demo_38;;;;;;;;;;;;188;1;;0;both;;;;;Miliony lat temu niewyobrażalne siły rozerwały skorupę Ziemi, dając początek siedmiu nadzwyczajnym kontynentom. Z biegiem czasu każdy z nich rozwinął swój niezwykły świat przyrody.Od głębin południowoamerykańskich dżungli po zamarznięte szczyty Azji, od miast Europy po rozległe równiny Afryki – Siedem światów, jedna planeta ukazuje nieznane dotąd zachowania zwierząt oraz niezliczone, nieopowiedziane dotąd historie dzikiej przyrody każdego z kontynentów.Serial ujawnia fundamentalną prawdę o tym, co sprawia, że każdy z naszych siedmiu światów jest całkowicie wyjątkowy i ukazuje wyzwania stojące przed zwierzętami w ukształtowanym przez nas świecie.;;;;;siedem-swiatow-jedna-planeta-3bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
39;1;Film TIM FILM STUDIO Na krawędzi 3D;55 ;19.99;;-0.010000000000001563;1;;0;2020-11-02;2020-11-07;demo_39;demo_39;;;;;;;;;;;;418;1;;0;both;;;;;"Na krawędzi to film dokumentalny opowiadający o pasjonatach Speedridingu - ryzykownego i ekstremalnego sportu będącego połączeniem narciarstwa i paralotniarstwa. Akcja filmu rozgrywa się w francuskim kurorcie Lez Arcs, gdzie zobaczymy niesamowite, kaskaderskie wyczyny, niedostępne nigdy wcześniej.
			";;;;;film-tim-film-studio-na-krawedzi-3d;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
40;1;W poszukiwaniu wolności;Dokumentalny ;19.99;;-0.010000000000001563;1;;0;2020-11-02;2020-11-07;demo_40;demo_40;;;;;;;;;;;;434;1;;0;both;;;;;"
„W poszukiwaniu wolności” to zbiór opowieści ludzi, którzy zapoczątkowali kulturowe zjawisko naszych dni.To historia o osiągalnej dla każdego wolności, która przychodzi nagle i pozwala żyć pełnią życia. To wnikliwe spojrzenie od środka na fenomen sportów ekstremalnych i możliwości dostępne każdemu, kto odważy się ich zakosztować. Niezwykle widowiskowe, pełne adrenaliny doświadczenie przekazane przez wizjonerów i światowych mistrzów surfingu, snowboardingu, narciarstwa, jazdy na deskorolce, kolarstwa górskiego i temu podobnych wyczynów.
";;;;;w-poszukiwaniu-wolnosci;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
41;1;Droga powrotna (BD);Dramat, Sportowy ;82.9;;62.900000000000006;1;;0;2020-11-02;2020-11-07;demo_41;demo_41;;;;;;;;;;;;980;1;;0;both;;;;;Jack Cunningham (Ben Affleck) był w liceum gwiazdą koszykówki, rysowała się przed nim obiecująca przyszłość. Niespodziewanie porzucił sport. Po latach zmaga się z alkoholizmem, zapłacił już małżeństwem i nadzieją na lepsze życie. Propozycja objęcia funkcji trenera koszykówki w jego dawnej szkole jest pretekstem do stawienia czoła rozterkom duszy. Czy to wystarczy, żeby zabliźniły się głębokie rany z przeszłości? Czy Jack wreszcie przejdzie wewnętrzną przemianę?;;;;;droga-powrotna-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
42;1;Joker (BD);Dramat, Kryminalny ;69.9;;49.900000000000006;1;;0;2020-11-02;2020-11-07;demo_42;demo_42;;;;;;;;;;;;725;1;;0;both;;;;;Prawie 2 mln. widzów w kinach! Fenomenalna rola Joaquina Phoenixa! Oryginalna wizja historii niesławnego łotra z uniwersum DC! Bezrobotny komik Arthur Fleck, wałęsając się ulicami Gotham City w stroju clowna, spotyka brutalnych zbirów. Odrzucony przez społeczeństwo, popada w obłęd przeistaczając się w geniusza zbrodni znanego jako Joker.;;;;;joker-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
43;1;Parasite (BD);Dramat ;59.9;;39.9;1;;0;2020-11-02;2020-11-07;demo_43;demo_43;;;;;;;;;;;;739;1;;0;both;;;;;Międzynarodowy przebój i czarny koń w wyścigu po Oscary 2020 – film „Parasite” otrzymał 6 nominacji do nagród Akademii Filmowej (m.in. Najlepszy film, Najlepszy reżyser i Najlepszy film międzynarodowy). Zwycięzca Złotego Globu 2019 dla Najlepszego filmu zagranicznego. Złota Palma Festiwalu Filmowego w Cannes 2019.Absolutny wizjoner! Nikt inny nie kręci tak dobrych filmów rozrywkowych jak on - mówi o reżyserze „Parasite” Quentin Tarantino, jeden z jego największych fanów. Potwierdził te słowa tegoroczny Festiwal w Cannes, gdzie w walce o Złotą Palmę „Parasite” Bong Joon-ho pokonał „Pewnego razu… w Hollywood”, oczarowując jury, światową krytykę i publiczność.„Parasite” to mistrzowska i trzymająca w napięciu opowieść, w której czworo ludzi bez przyszłości wpada na pomysł przekrętu doskonałego. Kierowca bez pracy, gospodyni bez domu, student bez kasy i dziewczyna bez perspektyw wspólnie stworzą perfekcyjny plan: jak w najkrótszym czasie stać się kimś i zająć miejsce bogaczy. W świecie, w którym liczy się tylko wydajność i sukces, przechytrzą system i zawalczą o siebie. Nawet, jeśli będzie to wymagało przekroczenia cienkiej granicy między tym, co jeszcze dozwolone, a tym, co absolutnie zabronione. Bong Joon-ho pokazuje, że prawie każdy marzy o lepszym życiu, awansie i szansie na sukces. Ale tylko niektórzy – dzięki nieposkromionej wyobraźni i braku skrupułów – są w stanie po to wszystko sięgnąć.„Parasite” to pełen dzikiego humoru i nieoczekiwanych zwrotów akcji thriller o ludziach, którzy nigdy nie mieli się spotkać – biednych i bogatych, tych naprawdę uprzywilejowanych i tych zepchniętych do rynsztoków. Nowy film twórcy przebojów „Okja” i „Snowpiercer: Arka przyszłości” to wielki hit światowego kina i prawdziwy filmowy rollercoaster.;;;;;parasite-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
44;1;Tylko sprawiedliwość (BD);Dramat ;79.9;;59.900000000000006;1;;0;2020-11-02;2020-11-07;demo_44;demo_44;;;;;;;;;;;;835;1;;0;both;;;;;Przejmująca historia absolwenta Harvardu Bryna Stevensona, który odrzuca lukratywne propozycje pracy, by w Alabamie bronić niesłusznie oskarżonych. Wspierany przez miejscową adwokat podejmuje się głośnej sprawy McMilliana skazanego na śmierć za morderstwo. W obliczu jawnego rasizmu i politycznych gierek Bryan broni Waltera i innych skazańców.;;;;;tylko-sprawiedliwosc-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
45;1;Gwiezdne Wojny: Skywalker. Odrodzenie (BD);Przygodowy, Science fiction ;69.9;;49.900000000000006;1;;0;2020-11-02;2020-11-07;demo_45;demo_45;;;;;;;;;;;;507;1;;0;both;;;;;Lucasfilm i reżyser J.J. Abrams ponownie łączą siły, aby zabrać widzów w spektakularną podróż do odległej galaktyki. Film „Gwiezdne wojny: Skywalker. Odrodzenie” to fascynujące zakończenie sagi Skywalkerów – narodzą się nowe legendy i ostatecznie zostanie rozstrzygnięta bitwa o wolność.;;;;;gwiezdne-wojny-skywalker-odrodzenie-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
46;1;Czarownica 2 (BR);Familijny, Fantasy ;69.9;;49.900000000000006;1;;0;2020-11-02;2020-11-07;demo_46;demo_46;;;;;;;;;;;;320;1;;0;both;;;;;„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.;;;;;czarownica-2-br;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
47;1;Hellboy (BD);Akcja, Fantasy ;19.99;;-0.010000000000001563;1;;0;2020-11-02;2020-11-07;demo_47;demo_47;;;;;;;;;;;;674;1;;0;both;;;;;Description;;;;;hellboy-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
48;1;Fantastyczne zwierzęta: Zbrodnie Grindelwalda (BD);Fantasy ;84.9;;64.9;1;;0;2020-11-02;2020-11-07;demo_48;demo_48;;;;;;;;;;;;535;1;;0;both;;;;;Nowy film twórcy sagi „Harry Potter”! Po ucieczce potężnego czarodzieja Gellerta Grindelwalda z więzienia magizoolog Newt Scamader ponownie zostaje wezwany przez profesora Dumbledore'a. W obliczu nieprzewidzianych zagrożeń Newt musi znaleźć sposób, aby powstrzymać Grindelwalda, którego plan panowania czarodziejów czystej krwi nad niemagicznymi istotami grozi podziałem całego świata czarodziejów.;;;;;fantastyczne-zwierzeta-zbrodnie-grindelwalda-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
49;1;Film MONOLITH VIDEO Zaćmienie;Horror ;4.99;;-15.01;1;;0;2020-11-02;2020-11-07;demo_49;demo_49;;;;;;;;;;;;960;1;;0;both;;;;;"Zaćmienie to horror fantastyczny amerykańskiej produkcji z 2010 roku. Jego reżyserem jest David Slade. Główne role zagrali: Kristen Stewart, Thomas Pattinson, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Nikki Reed.
			";;;;;film-monolith-video-zacmienie-1;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
50;1;Świat w ogniu (BD);Akcja, Thriller ;19.99;;-0.010000000000001563;1;;0;2020-11-02;2020-11-07;demo_50;demo_50;;;;;;;;;;;;640;1;;0;both;;;;;Po tragicznym ataku terrorystycznym w Londynie zakrojona na szeroką skalę walka z terroryzmem wydaje się przynosić efekty. Agent Mike Banning wierzy, że najgorsze już za nim. Nie wie, że w najbliższym otoczeniu prezydenta USA są ludzie, którzy chcieliby zmienić porządek panujący na świecie. Wkrótce prezydent znów staje się celem ataku dokonanego przy użyciu najnowocześniejszych technik wojskowych. Giną dziesiątki agentów, a życie głowy państwa wisi na włosku. O zaplanowanie zamachu oskarżony zostaje sam Banning. Ścigany przez wszystkie służby, musi udowodnić swoją niewinność i udaremnić kolejny atak.;;;;;swiat-w-ogniu-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
51;1;American Assassin (BD);Akcja, Thriller ;19.99;;-0.010000000000001563;1;;0;2020-11-02;2020-11-07;demo_51;demo_51;;;;;;;;;;;;797;1;;0;both;;;;;Mitch Rapp (Dylan O’Brien) stracił ukochaną w ataku terrorystycznym. Od tej chwili jego jedynym celem jest zemsta. Oficer szkoleniowy CIA Stan Hurley (Michael Keaton) wie, że taki człowiek to dla agencji skarb. Szczególnie jeśli uda się go wzbogacić o pewien szczególny zestaw umiejętności, który uczyni go maszyną do zadań specjalnych. Hurley potrafi tego dokonać. Zanim szkolenie dobiegnie końca, Mitch będzie miał okazję wykazać się w akcji. Według danych wywiadu grupa terrorystów planuje atak z użyciem ładunku atomowego. Wiele wskazuje na to, że jednym z nich jest dawny uczeń Hurleya. Kogoś takiego może wytropić i zneutralizować tylko ktoś taki jak Mitch Rapp.;;;;;american-assassin-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
52;1;To: Rozdział 2 (BD);Horror ;79.9;;59.900000000000006;1;;0;2020-11-02;2020-11-07;demo_52;demo_52;;;;;;;;;;;;828;1;;0;both;;;;;27 lat po tragicznych wydarzeniach TO powróciło. W Derry zaczynają znikać różne osoby. Mike wzywa do miasta członków Klubu Frajerów, żeby razem z nimi ostatecznie zabić TO. Naznaczeni wydarzeniami z przeszłości Frajerzy muszą pokonać swoje najgłębsze lęki, by zniszczyć groźniejszego niż kiedykolwiek Pennywisa.;;;;;to-rozdzial-2-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
53;1;Firmowa Gwiazdka (BD);Komedia ;9.99;;-10.01;1;;0;2020-11-02;2020-11-07;demo_53;demo_53;;;;;;;;;;;;885;1;;0;both;;;;;Firmowa impreza gwiazdkowa zwana popularnie „śledzikiem” to nieodłączna część miejskiego rytuału bożonarodzeniowego. Nierzadko dzieją się tam rzeczy, na których widok święty Mikołaj posiwiałby do reszty. Niejeden po takiej imprezie obudził się w miejscu przypominającym stajenkę, niejedna po 9 miesiącach próbowała sobie przypomnieć jak doszło do tego „niepokalanego poczęcia”. Zobaczcie co się stanie, gdy niezapowiedziana firmowa impreza świąteczna wymknie się spod kontroli, śledzik pójdzie na dno, klękające bydlęta przemówią ludzkim głosem, a pracownicy pewnej szanowanej firmy tak przegną choinkę, że igły będą sobie wyjmować z różnych części ciała, aż do Wielkanocy.;;;;;firmowa-gwiazdka-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
54;1;Serce na dłoni;Komedia ;9.99;;-10.01;1;;0;2020-11-02;2020-11-07;demo_54;demo_54;;;;;;;;;;;;95;1;;0;both;;;;;"Serce na dłoni to komedia polsko-ukraińskiej produkcji z 2009 roku. Jej reżyserem jest Krzysztof Zanussi. Główne role zagrali: Bohdan Stupka, Szymon Bobrowski, Krzysztof Kowalewski, Borys Szyc.
			";;;;;serce-na-dloni-1;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
55;1;Cudowny chłopak (BD);Dramat, Familijny, Komedia ;9.99;;-10.01;1;;0;2020-11-02;2020-11-07;demo_55;demo_55;;;;;;;;;;;;571;1;;0;both;;;;;Dla 10-letniego Auggiego nie ma niczego bardziej niezwykłego niż „zwykły dzień w szkole”. Urodzony z licznymi deformacjami twarzy, dotąd uczył się w domu pod okiem mamy. Teraz jednak, zaczynając 5 klasę w normalnej szkole, ma nadzieję, że koledzy potraktują go jak zwyczajnego chłopca. Jego wygląd sprawia jednak, że staje się szkolną sensacją, a dla wielu wręcz „dziwadłem”. Jedni się z niego śmieją, inni wytykają palcami, ale nikt tak naprawdę niczego o nim nie wie. Wszystko zacznie się zmieniać, gdy w szkole pojawi się nowa uczennica. Urocza Summer potrafi dostrzec w Auggiem coś więcej niż nietypowy wygląd. Wystarczy jeden przyjazny gest, jedna pomocna dłoń, by obudzić w chłopcu siłę, dzięki której będzie potrafił udowodnić, że nie tylko twarz czyni go kimś niezwykłym.;;;;;cudowny-chlopak-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
56;1;Emma (BD);Dramat, Komedia ;69.9;;49.900000000000006;1;;0;2020-11-02;2020-11-07;demo_56;demo_56;;;;;;;;;;;;91;1;;0;both;;;;;Uwielbiana przez wszystkich zabawna historia pióra Jane Austen o tym, jak znaleźć właściwego partnera i doprowadzić do happy endu, powraca w nowej, znakomitej adaptacji „Emmy”. Urodziwa, mądra i bogata Emma Woodhouse (ANYA TAYLOR-JOY, „Panny z dobrych domów”) nie ma rywalek w rządzeniu swoim otoczeniem w sennym angielskim miasteczku. W tej błyskotliwej satyrze na podziały klasowe, Emma musi znaleźć swoją ścieżkę między wyzwaniami związanymi z dorastaniem, niewłaściwymi związkami i romantycznymi pomyłkami, by wreszcie odnaleźć miłość, która cały czas była na wyciągnięcie ręki.;;;;;emma-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
57;1;Step Up 3;Muzyczny ;9.99;;-10.01;1;;0;2020-11-02;2020-11-07;demo_57;demo_57;;;;;;;;;;;;491;1;;0;both;;;;;Step Up 3 to romans muzyczny amerykańskiej produkcji z 2010 roku. Jego reżyserem jest Jon Chu. Główne role zagrali: Rick Malambri, Adam G. Sevani, Sharni Vinson.;;;;;step-up-3-2;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
58;1;StreetDance 2;Muzyczny ;9.99;;-10.01;1;;0;2020-11-02;2020-11-07;demo_58;demo_58;;;;;;;;;;;;625;1;;0;both;;;;;"StreetDance 2 3D to film muzyczny produkcji brytyjskiej z 2012 roku. Reżyseria Max Giwa i Dania Pasquini, scenariusz Jane English, a w rolach głównych występują Falk Hentschel, Sofia Boutella oraz George Sampson.
			";;;;;streetdance-2-2;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;;Name: Value: Position;0;new;;;;;;;;;;;;;;x, y, z
